10000
899,352
705,156
118,115
371,310
883,996
395,783
385,672
639,597
324,887
84,244
824,354
665,571
981,111
987,397
112,323
561,561
713,690
72,114
774,41
353,736
290,118
781,276
707,731
945,718
987,40
166,661
327,470
754,226
483,577
510,657
425,436
925,201
889,594
837,869
288,121
964,21
557,207
863,170
827,916
204,876
120,176
282,558
140,535
211,701
337,162
186,685
596,518
587,614
223,228
36,349
293,794
753,935
490,594
964,770
723,431
666,718
705,726
905,512
21,891
53,17
815,601
431,560
733,372
166,537
450,239
543,421
470,892
116,719
210,705
956,746
592,676
131,217
644,77
924,669
952,177
557,279
660,957
255,548
281,133
14,892
726,107
528,18
64,890
558,480
26,393
561,150
938,44
507,802
487,190
435,805
403,140
844,421
648,305
790,247
416,607
496,801
188,44
333,74
221,217
453,749
827,947
226,941
462,138
612,534
253,408
39,801
125,243
161,661
439,739
321,173
107,234
891,946
534,47
471,702
108,908
796,889
141,456
45,988
30,63
323,807
28,755
711,279
656,860
207,401
539,561
132,280
340,461
623,991
297,855
201,958
296,787
359,49
88,18
681,916
843,91
429,51
987,958
396,86
967,448
412,347
790,767
999,548
465,367
137,812
326,43
864,362
818,693
593,761
597,368
85,987
729,271
748,348
946,774
775,75
749,100
770,914
578,966
916,155
562,978
151,981
853,825
526,708
260,682
893,900
118,138
313,523
353,992
210,752
280,74
482,829
477,754
89,428
674,120
245,102
502,418
108,51
313,112
708,816
246,528
453,993
917,308
618,744
682,315
192,949
929,825
320,209
423,434
743,780
622,655
555,489
397,490
827,608
550,753
406,385
302,964
895,974
722,700
714,353
993,475
434,228
591,349
692,811
879,304
13,814
473,622
640,317
775,507
476,0
988,187
214,751
164,153
715,282
216,56
245,205
390,86
266,839
855,562
825,926
421,337
299,762
862,774
300,948
125,88
704,143
361,434
196,769
830,916
840,554
538,778
514,299
130,819
286,778
536,926
776,526
726,439
330,536
905,517
975,39
509,892
576,494
806,120
673,762
195,11
877,139
218,779
998,965
355,993
114,267
8,545
865,521
411,291
523,423
591,754
985,292
390,638
699,123
962,681
86,297
22,995
432,356
668,475
413,211
26,593
718,968
194,322
459,307
366,216
99,599
933,563
607,335
131,392
367,446
157,619
979,235
68,695
971,228
176,380
335,587
589,175
840,672
559,913
566,82
664,525
936,932
612,752
68,699
492,974
218,565
642,995
392,712
207,914
704,513
410,544
241,863
791,397
269,289
995,842
100,20
801,47
701,671
853,545
613,670
397,813
20,635
276,650
419,308
917,645
983,599
845,304
906,846
283,348
963,718
964,892
907,166
554,390
32,18
651,632
343,319
701,657
826,211
797,349
496,483
237,736
968,924
133,564
71,222
187,750
442,880
933,349
729,826
709,276
14,389
876,966
399,379
743,948
108,513
799,392
60,271
148,746
327,650
193,665
958,544
385,292
373,590
839,879
453,405
493,964
116,651
301,75
153,136
265,530
244,734
398,413
845,362
671,1
515,90
355,67
517,17
313,305
700,600
477,973
976,195
7,172
921,257
819,519
764,549
231,160
122,647
552,833
222,264
57,591
196,326
732,161
389,503
48,954
463,337
257,633
207,193
750,707
708,840
619,715
335,721
37,724
901,31
53,413
146,151
758,354
772,350
241,212
557,339
850,638
624,528
305,139
221,837
248,113
850,951
173,479
516,85
950,639
892,0
412,795
332,457
960,903
766,337
107,461
61,340
419,832
187,840
95,104
533,235
958,695
982,950
575,342
191,496
499,641
20,305
337,442
692,784
777,818
713,126
308,76
374,653
18,83
474,430
907,116
123,570
660,924
773,224
921,961
510,864
356,819
544,430
6,243
158,62
680,525
876,532
419,15
507,925
312,779
590,586
556,947
184,257
788,189
526,830
320,897
995,54
172,467
857,813
392,461
672,284
35,854
724,980
622,323
942,803
566,410
614,196
53,501
210,89
511,363
693,57
322,228
390,218
735,984
986,206
759,996
318,446
915,844
201,742
771,979
867,158
947,609
522,682
276,104
366,486
766,334
154,884
532,80
632,807
541,900
383,865
26,873
954,321
241,917
27,496
588,938
80,934
55,94
229,959
571,949
893,682
38,190
964,147
118,999
700,255
412,302
829,343
499,750
125,881
882,120
185,410
327,177
76,56
35,865
816,650
21,584
555,797
357,89
618,940
128,909
553,572
492,718
976,957
304,298
979,849
53,996
420,183
76,835
491,684
610,496
657,323
730,195
329,314
558,505
503,896
731,518
326,984
743,296
275,734
474,205
997,886
842,879
247,820
839,424
845,825
235,238
709,537
872,2
540,733
35,487
992,607
515,955
995,580
74,841
635,242
568,980
508,50
874,309
985,589
991,406
41,908
211,297
646,615
248,970
53,753
608,478
204,154
467,653
377,329
781,615
65,341
883,140
661,49
76,998
168,398
564,256
48,159
524,784
431,247
86,411
533,192
477,102
701,48
381,164
714,635
293,385
431,713
961,411
844,850
919,335
742,274
69,834
172,316
709,826
222,626
339,2
708,699
504,357
76,239
442,158
942,961
399,67
733,975
957,924
854,412
377,63
786,229
845,64
703,234
385,158
862,152
313,427
137,853
185,127
558,121
345,75
790,603
726,574
0,544
878,336
73,863
774,531
263,305
736,461
622,827
12,486
513,105
670,841
483,335
619,369
416,1
367,404
60,606
447,124
305,508
616,549
902,112
823,592
363,675
172,495
590,14
855,905
394,435
357,132
714,672
651,495
266,704
633,915
330,752
404,947
209,188
888,370
946,864
2,137
825,242
563,77
334,337
396,201
793,766
187,648
135,391
504,909
845,661
577,549
572,836
611,292
64,12
556,420
968,375
262,883
567,411
994,631
763,47
459,880
664,369
118,374
922,47
966,447
71,84
172,395
403,199
740,924
405,486
272,998
825,112
902,976
925,276
398,161
221,127
359,21
555,103
698,547
470,819
201,30
525,852
145,579
411,422
891,501
183,423
885,744
707,620
35,55
517,123
558,708
47,848
269,156
445,815
117,411
855,687
841,161
890,339
293,316
976,145
764,630
586,427
238,966
161,872
949,476
158,270
402,8
237,762
683,752
64,269
75,347
13,748
633,658
240,712
579,845
319,919
897,262
812,939
51,851
549,38
300,502
62,905
784,2
526,81
763,265
827,358
61,932
565,946
803,904
239,638
784,782
496,472
442,457
190,850
142,634
821,889
317,625
107,144
863,869
264,705
225,894
147,614
682,554
62,957
595,325
341,887
492,96
934,21
179,721
706,188
213,229
900,584
294,535
764,110
684,28
892,295
153,211
370,18
495,724
583,241
829,175
980,541
803,602
798,53
828,588
848,447
239,524
761,735
300,209
627,501
441,592
560,54
179,597
825,768
920,760
40,874
308,922
760,494
198,441
876,592
166,660
610,422
633,195
917,84
736,57
450,617
959,625
319,424
337,109
372,509
586,569
206,671
150,124
200,31
302,88
979,696
89,724
996,325
950,182
244,518
613,860
136,698
938,920
930,673
917,397
968,818
170,317
431,282
707,905
169,552
62,511
458,473
484,969
947,901
779,783
287,14
285,246
329,709
105,592
482,659
611,249
163,522
779,821
591,256
757,844
495,758
731,171
767,576
935,676
65,766
529,779
717,439
744,560
626,928
988,705
108,898
860,230
393,32
593,833
194,998
782,451
558,77
791,293
662,752
205,830
409,810
436,397
509,219
957,270
431,38
222,554
238,317
685,653
767,150
662,810
803,157
95,178
539,441
143,392
694,813
660,674
301,14
669,685
586,872
141,273
731,364
408,466
457,710
287,614
933,282
996,550
159,364
806,169
745,724
918,686
726,639
387,341
187,555
784,492
92,24
91,834
108,572
757,55
510,808
534,128
252,249
89,664
121,450
733,998
131,653
244,671
568,390
801,296
617,757
316,543
372,977
440,361
135,368
858,928
175,618
369,776
96,722
169,737
428,321
427,75
878,190
431,470
77,612
482,59
88,699
954,22
192,746
298,182
192,31
958,669
605,71
923,737
862,337
174,741
155,613
167,540
739,588
247,728
769,477
943,771
991,395
103,569
810,992
798,960
465,994
45,349
411,921
71,373
226,55
740,801
387,458
50,384
617,835
774,651
448,141
400,971
972,129
259,930
775,883
646,152
60,313
756,455
804,592
31,497
192,240
264,489
19,29
836,561
267,190
618,445
688,942
890,242
325,719
300,378
880,990
198,78
206,196
406,391
266,65
605,25
625,322
559,140
645,537
390,788
841,133
537,542
952,973
753,66
806,46
638,241
360,133
202,874
835,204
526,776
45,43
575,180
11,480
214,319
807,175
780,980
527,598
533,696
972,377
943,897
790,957
266,841
313,488
932,999
152,23
961,924
491,887
542,483
568,840
618,133
945,444
440,977
876,241
899,564
609,304
748,446
814,428
964,520
789,591
384,264
622,185
60,97
861,180
649,785
599,656
78,765
366,403
416,994
710,927
301,317
797,711
645,932
243,758
824,879
138,184
469,359
304,2
939,317
173,81
946,669
848,492
170,974
250,759
688,37
921,979
410,816
708,606
724,796
697,379
956,418
651,142
97,816
790,195
33,674
441,108
985,677
795,405
554,88
277,338
83,535
846,7
105,552
74,349
648,278
685,206
571,316
381,230
823,17
709,299
107,380
210,793
856,686
87,375
215,733
466,287
679,83
654,425
73,937
405,218
361,151
280,573
877,921
761,242
382,270
991,100
898,782
213,893
385,688
882,360
664,78
133,683
283,409
842,318
856,562
203,605
732,598
389,757
74,502
70,658
846,248
206,102
348,834
903,949
307,58
165,748
198,77
954,125
426,211
412,502
320,467
721,946
783,73
385,934
681,890
388,542
807,602
290,308
122,317
715,731
813,806
638,732
917,967
879,778
763,69
53,453
267,151
599,549
355,326
705,899
454,691
226,69
562,163
553,654
133,554
744,590
249,669
124,962
132,346
776,711
9,967
776,713
959,165
28,799
639,539
708,983
318,449
644,154
762,565
921,551
430,461
739,866
146,163
987,238
937,34
974,595
785,778
806,145
91,328
143,721
565,830
373,438
932,142
981,595
452,405
774,26
497,427
285,156
759,58
297,623
839,58
438,235
762,592
288,686
976,725
210,201
577,137
763,852
46,198
780,260
596,444
818,520
411,969
609,880
1,103
645,715
769,963
324,184
736,129
523,445
916,323
441,624
839,685
676,972
491,359
701,881
840,740
353,12
720,204
944,531
807,673
971,850
865,311
703,900
419,895
93,815
839,314
206,647
984,188
140,215
568,791
704,907
612,951
68,721
973,428
513,320
351,656
534,596
227,526
862,71
322,898
473,251
612,758
586,753
564,576
234,729
817,987
760,262
56,245
514,269
173,500
71,436
817,557
333,181
247,419
333,808
97,86
394,214
445,150
783,78
304,840
962,920
267,766
833,599
206,146
727,19
642,263
99,93
753,245
884,512
666,463
274,153
489,861
945,115
225,306
569,789
738,227
322,57
590,231
131,108
324,139
468,914
921,253
409,425
116,871
584,157
511,338
640,924
993,947
926,494
264,835
971,451
302,378
12,413
719,810
119,331
670,574
268,898
572,431
31,153
870,849
69,245
654,222
375,530
905,543
691,320
762,111
753,850
210,350
9,67
255,108
3,163
787,999
752,264
940,200
687,629
66,113
297,151
31,309
696,542
670,544
30,638
991,621
367,416
254,570
906,609
626,360
215,739
933,785
268,901
347,404
416,763
385,888
583,412
976,704
582,155
593,833
469,114
201,540
927,449
558,238
463,492
6,394
506,967
368,597
837,930
106,984
14,649
717,90
476,560
297,386
103,443
460,514
126,636
382,300
30,818
668,164
589,997
337,7
190,989
536,149
925,638
789,522
952,448
63,551
170,744
700,783
203,129
222,542
112,324
462,296
291,623
972,907
414,46
701,417
644,391
842,216
3,964
713,82
69,794
326,1
676,853
476,508
389,167
41,486
156,850
574,659
465,557
729,546
43,676
19,897
32,398
363,229
386,726
820,930
361,474
940,759
470,972
780,133
459,557
471,383
840,68
657,439
842,548
278,910
160,935
515,588
709,370
371,471
560,613
410,529
658,420
687,537
357,396
598,337
681,103
978,309
117,982
634,728
405,255
970,89
615,837
941,598
257,554
798,366
593,590
560,891
384,874
342,813
316,436
308,891
322,465
712,455
490,323
526,350
678,688
485,970
33,905
743,20
953,916
209,775
952,863
753,91
612,957
36,983
499,543
241,602
710,753
964,896
171,733
254,572
289,409
824,792
106,46
169,555
655,918
727,961
715,828
496,981
952,60
242,147
403,654
89,468
766,979
256,355
216,963
819,157
591,807
741,117
758,158
226,773
159,653
507,351
541,173
151,297
671,46
233,684
747,703
192,131
528,84
452,392
815,95
670,501
617,731
858,787
913,846
76,869
168,700
552,908
341,966
693,523
819,426
85,326
882,513
647,71
657,182
575,214
214,23
751,811
478,893
522,561
226,565
542,600
346,319
484,211
750,581
907,118
419,62
935,885
73,196
692,162
540,58
672,426
397,411
420,208
670,144
386,360
631,626
870,33
768,346
865,750
331,351
188,865
200,871
676,512
345,590
86,410
370,837
70,457
807,445
176,443
410,246
492,268
97,874
318,399
116,589
575,958
886,844
391,222
963,273
683,583
850,19
581,802
114,565
157,275
516,438
910,423
126,451
738,321
151,94
398,206
439,934
666,15
703,949
298,182
421,148
730,435
301,769
208,927
232,239
969,416
798,165
747,800
331,854
425,566
364,349
358,654
61,473
885,137
872,268
874,712
401,292
603,292
425,297
388,171
104,33
589,145
205,690
14,993
45,347
882,509
814,675
758,364
199,140
489,654
661,885
787,12
428,938
539,247
874,655
837,118
148,519
917,415
708,245
157,50
685,236
182,460
341,206
510,713
653,398
447,629
38,760
466,863
968,226
237,624
575,513
389,587
385,513
350,531
23,959
937,99
905,779
423,545
26,423
350,142
961,74
310,972
486,612
268,177
831,565
380,59
583,486
499,297
789,956
333,336
559,434
819,595
492,64
305,441
836,837
873,303
32,671
344,398
107,950
712,873
917,818
294,391
815,805
389,835
609,477
671,769
814,461
492,555
13,622
885,725
322,805
337,505
698,265
113,642
420,109
982,129
228,656
126,238
842,26
324,536
506,863
418,159
380,488
357,795
59,175
382,850
20,16
408,746
394,794
995,721
347,891
892,431
217,895
997,176
192,236
211,727
787,512
363,332
852,407
915,816
816,625
140,790
724,908
940,144
29,814
684,672
532,226
848,727
751,11
252,307
643,925
839,882
770,647
73,119
135,997
72,643
414,830
771,330
570,536
933,232
235,17
929,179
74,665
722,694
739,341
464,383
186,481
284,31
29,742
809,722
570,951
584,893
563,6
637,165
599,519
826,718
155,291
622,34
983,791
17,500
240,431
834,668
415,231
966,144
592,651
759,224
65,894
226,152
354,331
574,769
604,17
606,657
108,379
565,110
631,25
998,679
152,885
744,871
723,426
770,452
189,576
453,78
920,897
118,289
756,291
240,341
249,303
250,863
779,497
922,445
622,370
834,455
499,361
506,41
888,908
296,91
361,691
916,317
383,974
762,771
985,135
401,769
213,750
498,762
6,375
46,84
619,877
889,729
734,323
149,332
706,789
751,279
444,807
702,723
315,644
573,968
187,456
661,994
818,388
387,319
597,134
878,118
692,724
455,857
244,185
911,160
121,526
809,321
737,89
341,140
479,136
564,735
279,874
707,310
519,638
382,272
366,739
768,257
853,581
789,454
628,84
742,490
97,875
289,497
270,72
769,710
641,324
4,143
679,752
275,261
869,949
568,295
211,447
445,151
63,901
738,705
899,483
160,271
896,857
649,531
444,265
160,14
276,862
309,269
697,374
712,597
980,66
130,924
572,320
652,471
663,805
322,793
676,755
458,403
219,287
939,0
34,868
394,473
67,750
864,954
270,173
626,257
573,306
567,448
167,945
337,854
49,195
287,119
780,401
301,898
879,964
383,676
504,447
903,105
814,871
607,583
383,708
57,288
197,33
886,800
629,630
147,504
581,242
219,879
220,163
505,134
48,30
514,774
763,673
929,769
69,620
70,306
950,117
88,779
694,790
125,992
459,208
861,766
258,479
611,439
980,745
369,712
250,518
634,963
602,400
332,63
524,638
579,653
68,88
157,230
882,274
570,65
854,239
742,358
399,234
575,403
115,866
86,400
151,227
828,752
513,44
779,958
74,407
681,859
302,575
516,240
822,192
456,989
441,252
1,369
179,718
971,832
104,312
687,620
227,644
776,767
730,743
134,194
439,347
73,20
60,498
508,614
672,329
967,892
971,534
969,392
229,251
934,570
939,413
73,789
317,298
801,159
840,494
471,415
422,269
490,778
487,365
333,454
737,888
832,212
251,521
111,444
354,164
432,47
998,359
786,921
837,857
392,896
40,812
125,769
323,28
252,914
561,389
681,897
555,918
289,654
58,588
863,949
356,88
210,432
519,468
947,996
321,686
285,910
398,114
879,259
539,853
631,996
190,754
13,549
476,655
157,320
752,158
472,135
100,991
655,534
431,57
635,261
857,585
628,493
631,732
442,497
200,967
854,586
924,633
208,477
649,176
747,813
861,99
961,802
326,473
637,292
905,607
594,555
612,482
276,286
718,603
507,599
513,930
983,444
118,811
843,527
831,324
946,727
88,454
972,58
390,300
303,806
572,386
447,703
2,932
810,898
283,835
201,134
561,279
403,296
776,568
658,563
729,123
23,46
333,953
180,562
881,593
324,463
751,441
596,858
745,817
349,521
0,67
504,744
759,221
323,81
0,572
657,587
760,219
413,841
596,61
751,628
599,465
369,201
11,372
230,747
10,835
917,273
850,184
874,297
675,811
100,127
600,111
685,219
741,166
310,690
644,296
275,425
462,166
781,180
561,469
156,875
929,744
647,744
813,190
397,710
122,853
388,933
963,614
475,893
261,323
479,883
887,705
334,38
225,928
24,507
257,178
770,664
733,615
482,753
406,553
114,935
154,561
861,940
701,86
22,60
295,153
810,204
810,745
680,247
968,184
758,408
291,812
734,466
601,798
314,799
694,375
806,380
509,762
887,895
37,650
168,997
560,193
780,330
542,339
964,945
622,235
990,177
228,331
970,764
545,903
543,202
551,460
589,690
467,304
165,651
957,938
336,581
165,397
779,625
929,200
393,299
292,16
558,890
742,474
667,244
454,140
428,856
448,668
724,530
665,237
175,395
466,432
232,946
232,531
7,655
744,902
685,13
934,191
641,535
199,736
105,473
158,132
110,402
240,281
710,749
615,918
376,687
335,301
547,396
885,605
925,557
202,52
243,955
370,290
362,694
728,444
110,955
383,110
347,520
138,759
159,60
320,832
643,771
750,148
318,38
575,746
693,328
923,740
342,165
370,763
551,352
246,132
307,471
535,122
617,580
394,806
382,595
570,286
276,60
152,341
497,335
634,696
82,894
403,932
414,480
512,709
93,549
317,235
431,649
228,870
322,199
412,511
782,662
935,596
587,696
351,428
820,31
175,204
315,787
521,808
827,620
711,861
756,829
865,624
642,580
723,698
226,851
769,547
332,798
899,499
596,396
890,287
655,877
557,932
30,473
535,727
752,796
838,883
45,989
488,808
212,908
286,944
396,313
500,541
746,146
729,267
95,264
748,634
784,871
45,281
471,710
912,757
345,661
171,292
402,176
843,390
183,461
797,110
202,545
700,537
398,532
622,837
283,135
636,724
897,873
698,10
645,77
383,532
537,785
745,224
318,248
944,665
321,443
158,593
765,190
559,777
835,200
703,330
921,477
676,317
752,879
223,753
860,965
182,489
360,423
721,297
314,644
772,311
337,831
884,532
462,562
679,67
720,734
720,155
517,783
278,418
830,752
313,188
277,523
70,200
934,852
636,378
531,295
77,367
198,354
581,977
566,131
778,793
573,779
130,581
124,354
73,797
319,625
50,873
453,274
461,765
31,0
787,752
607,419
224,149
61,884
899,518
34,287
141,356
32,360
509,510
507,620
795,782
163,657
280,915
478,190
371,693
480,226
961,240
834,328
530,265
250,505
724,470
284,744
450,434
537,979
80,123
475,56
118,506
181,417
820,534
930,993
563,976
40,694
752,893
16,430
370,58
39,535
21,847
339,239
806,651
11,384
868,877
236,284
779,89
207,129
765,26
779,21
159,115
464,859
822,936
840,556
361,490
845,359
249,960
770,880
976,597
977,925
141,28
94,811
252,63
108,368
701,57
690,19
223,133
681,371
563,400
535,496
456,456
612,314
198,944
576,204
256,144
682,354
285,42
670,228
339,296
80,85
699,202
877,77
958,52
504,375
927,713
711,831
474,927
736,990
911,399
186,942
740,681
890,491
179,767
514,55
886,395
731,491
350,819
920,232
442,409
586,730
209,910
355,253
89,680
857,829
202,207
811,687
612,795
803,303
622,767
244,258
639,769
624,756
22,674
970,834
86,136
571,612
883,404
850,464
565,125
41,812
553,947
843,748
825,777
318,479
619,63
345,859
170,143
255,261
683,299
26,510
636,532
348,589
948,153
152,98
479,837
0,112
141,442
101,663
478,507
722,889
198,144
464,746
481,113
271,499
534,784
649,917
38,632
867,543
125,200
700,978
485,665
34,112
191,197
442,638
163,47
70,30
526,139
870,840
362,725
521,834
793,514
545,800
65,505
522,660
304,35
14,645
40,446
45,291
57,612
331,123
369,993
921,7
912,387
615,145
818,873
602,145
70,213
457,443
134,722
318,613
312,577
202,104
28,396
392,697
453,154
95,60
612,599
537,597
478,265
24,230
294,776
812,105
267,494
606,113
483,466
155,435
754,869
499,176
542,147
88,693
161,742
443,510
784,174
47,368
903,583
759,545
604,920
957,121
22,791
485,913
325,456
721,454
972,66
681,146
511,131
357,696
52,688
385,518
476,914
224,79
36,887
236,807
9,4
283,687
35,516
567,155
678,643
454,72
204,945
792,308
793,930
227,265
467,41
548,265
932,225
982,908
88,894
711,85
754,491
520,543
159,271
963,896
949,224
640,74
533,248
739,298
70,127
66,166
353,652
15,177
687,294
443,926
725,238
38,663
477,742
990,502
398,798
26,953
666,545
275,466
720,763
222,148
140,788
345,780
952,595
678,275
21,928
788,670
648,488
501,822
751,787
454,970
298,748
531,93
353,228
28,265
385,621
72,170
259,567
398,232
855,758
545,101
408,576
864,2
398,240
657,2
996,991
332,353
522,96
533,169
32,274
622,627
884,691
313,803
262,267
308,109
880,877
836,7
802,9
967,763
519,274
484,389
146,588
21,288
570,580
456,986
239,988
42,138
811,26
418,35
879,582
186,432
147,558
397,427
526,914
129,994
15,514
544,140
549,926
614,706
808,472
972,980
789,642
320,425
86,954
623,83
926,719
300,879
666,611
801,761
578,754
460,105
786,280
498,78
866,886
974,530
288,917
389,417
11,165
516,863
352,235
154,14
438,751
224,66
606,523
330,180
945,555
465,79
184,275
454,163
62,433
7,843
279,549
585,520
26,256
416,996
129,621
680,523
147,953
332,277
901,250
292,904
792,384
977,242
834,126
774,16
401,37
684,529
256,773
729,829
283,578
405,197
294,786
596,172
247,847
725,852
56,321
974,439
20,984
233,195
849,695
252,240
434,575
984,514
181,911
103,589
778,353
798,325
176,448
564,659
507,442
363,794
134,234
348,136
135,113
28,586
539,522
764,865
79,852
755,222
617,113
770,366
361,116
839,841
55,96
270,741
66,428
185,676
687,619
963,610
836,930
576,836
818,650
227,860
454,842
953,203
481,408
933,192
567,165
679,100
629,719
723,257
766,610
974,305
97,983
486,119
687,220
358,567
20,754
825,714
331,261
901,754
870,338
365,457
2,908
564,992
160,914
999,418
326,931
569,835
360,906
248,130
15,956
606,864
993,866
64,674
551,142
666,804
804,202
855,489
621,52
740,137
242,477
46,175
7,275
925,352
652,538
199,258
417,89
27,179
765,367
681,540
846,693
115,545
557,66
869,385
7,23
146,254
926,342
136,566
292,45
676,264
557,211
478,811
342,370
301,536
955,391
67,960
964,979
636,371
856,342
648,454
503,456
72,786
444,386
847,337
759,541
41,571
279,858
55,56
597,273
3,18
296,24
501,449
818,738
446,31
594,181
429,901
432,524
374,691
46,358
76,85
234,237
311,812
486,892
327,121
981,597
802,957
179,558
29,839
805,211
929,198
452,872
395,35
120,128
953,779
381,621
649,626
28,322
513,821
877,632
803,31
63,672
761,813
906,894
98,403
150,443
954,501
311,824
901,10
911,669
185,164
47,910
927,340
344,186
73,980
580,326
883,520
355,142
968,755
83,480
121,232
165,225
73,642
445,498
660,186
524,408
919,878
266,499
336,847
763,347
954,52
161,478
811,624
641,770
67,306
164,773
272,767
305,968
778,182
528,300
565,171
523,311
417,939
270,360
722,756
187,478
494,695
255,952
312,888
217,592
704,301
298,474
169,987
740,378
471,964
182,321
338,849
316,690
